text,sentiment,negative_reason
b'@malbertnews @Reuters #MoscowMitch would rather help the russians than Americans',1,
b'@Jill_Gregory a pity our generation has to have our kids and grandkids save us from ourselves.\n#BidenHarris2020',1,
b'@PharmDame @avalonii @MDNidhi @Ismallergies @MinaSalehi90 @Overthe86335404 @Girl81Runner @DocsWhoRock https://t.co/92calIaUXZ',1,
b'Fake activism is plaguing our country and lazy narcissists like this are dividing good hearted people along https://t.co/EGEl32JaRg',1,
"b""#Democrats are stupid. They'll buy it. https://t.co/oNGSi9gJbL""",1,
b'Do Joe Biden supporters actually listen to what he says? If they did then they would change their minds and vote https://t.co/hCGOntWotY',1,
b'Stocks suffered worst week and worse month since March as election approaches - https://t.co/oHncer4xfM',0,crime
b'@MsLaToshaBrown @PalmerReport @SenKamalaHarris and I are white. We raised a biracial female now https://t.co/huOEM4QYpC',1,
b'Wow..Trump has the energy of a 25 yr old..seems like he has been everywhere today doing rally after https://t.co/vJckiHkKER',1,
"b'@GOP #Trump2020 #GOPHypocrisy \nThere will soon be a time after #Trump!\nA time after chaos, hate, and lies!\nA time https://t.co/XwHM2klcH7'",0,others
b'@PeteButtigieg I sure hope out stumping for #JoeBiden in the Midwest this weekend Pete. Thank you for all https://t.co/mM1HfMW7rx',1,
b'This is my President @JoeBiden \n\n#BidenHarris2020 https://t.co/IvsF4YxdNe',1,
b'#Democrats are way over the cliff NOT trying to hide their agenda...\nSave our https://t.co/aKl4Ms6G1B',0,others
b'Omg #MAGA you killed it! Makes it even https://t.co/A1GFYRm8bl',0,discrimination
b'@realDonaldTrump You become a lame duck in 4 days #BidenHarris2020 https://t.co/9xtizMqOEp',0,corruption
"b'RT @DrDenaGrayson: New #coronavirus cases are soaring, as are #COVID19 &gt;1,000 Americans died",0,crime
b'https://t.co/BA7Pws5Ske #TheMandalorian #StopMacron #PrayForTrump #Trump #Trump2020Landslide #BidenHarris2020 https://t.co/4RSl7pge34',1,
b'RT @DaveBautista: We need a bully with lies and empty promises. We need a tough American Public Servant with a plan.,0,others
b'@realDonaldTrump @senatemajldr \n\nYou allowed this to happen. \n\n#BidenHarris2020 https://t.co/MlBW3X2v0f',1,
b'Honestly. How is Twitter screwing their users over (using machine learning) not the story of the https://t.co/3PG3UTJf2H',0,covid19
b'returned my ballot to my neighborhood drop box on Thursday afternoon - and I voted @JoeBiden &amp; @KamalaHarris AND https://t.co/1jOKn2iRc1',0,discrimination
b'@DonaldJTrumpJr I shopped at @HomeDepot since Bernie Marcus made his first racist statement that https://t.co/NYv2Nk90MM',0,corruption
"b""RT @WeHearPodcast: This is the hell that Dr. Fauci and other's with knowledge of science and medicine warned us about. Covid out of",0,crime
Voter-Suppression Strategy Is a Crisis (Even If It Backfires) https://t.co/1nCUlcxbMN https://t.co/rXrAYwfhXQ',0,crime
"b""@DonaldJTrumpJr BEN'd the truth &amp; ( G )ERRY mandering could make it for Trump . I just got licked by #JoeBiden ( as in beaten by Biden)""",0,crime
"b'RT @howardfineman: #Trump will go to #Scranton as part of his close; #Biden will end in #Pittsburgh, #Kamala in #Philly. know and",1,
b'Finally cast my vote for #BidenHarris2020 !\n\nBut filling in my ballot gave me a major OCD-triggered anxiety https://t.co/SUickuhIa7',0,crime
b'#Latinos4Biden very simple. Trump is a populist and populists lie and cheat and accuse the https://t.co/GxjB28SIGs',0,discrimination
b'RT @blvckinc_global: @Realb_jay1 @KING_SALIEU #coronavirus believe this game back.. we need to be stronger together,1,
"b'Trump lied to Americans about covid. He failed to institute a national plan. He blamed China, democratic https://t.co/Q61KadVeFE'",0,discrimination
b'Who is excited? In 4 days #Covid will just magically disappear.',1,
"b""RT @SonOfAndyRAPS: I don't have many followers... but please... people all over the country... please vote. Do NOT be complacent. Do NOT",1,
"b'#TRUMP IN JAIL for lies violence towards Women, corruption, and kills people with #COVID https://t.co/wiYjGPVTa2'",0,crime
b'COVID-19 smartphone app can tell if an asymptomatic carrier by the way you cough https://t.co/QTxwtC8ysd',1,
b'@realDonaldTrump campaign manager is a felon.\nHis deputy campaign mgr is a felon.\nHis national sec https://t.co/XzOwGO3kmG',1,
b'@realDonaldTrump No one believes a word you say. #BidenHarris2020',1,
"b'#Trump has again falsely claimed the US is over-counting the number of people who have died of CV-19. And, https://t.co/T1eiAFSqu5'",0,crime
b'Gotta keep that COVID count down for re-election. It is what it is...\n#impotus #incompotus #covidiots https://t.co/2m3FST2jXi',1,
b'RT @SocialistAlt: We take a and approach to #Trump and the #GOP attempts to steal this election!\n\n#Democrats #FightBack,0,crime
b'Some people voting early to avoid #COVID19 in crowds or potential intimidation at the polls this #Election2020 https://t.co/kEutCsVR83',0,others
b'@EricTrump @JoeBiden only claim to fame is he caused systemic racism over 47 years amplified by @BarackObama https://t.co/NyEXr1Ifju',0,corruption
b'@SecPompeo selks amerucan middle class workers for bunch of fraud CHEAP #INDIA labor.\nWill #Trump be any https://t.co/kUPwp9seI5',0,discrimination
accelerating. &amp; rising when all #Americans killed by #TrumpVirus are https://t.co/uqDYEGHDRo',0,discrimination
b'Only people who know they win on performance and decency rely on tactics like this. #BidenHarris2020 https://t.co/Inejithvmj',1,
"b""October 3rd: Undecided voters weigh in on @realDonaldTrump's #COVID diagnosis and how it affects their perception https://t.co/n3IAoO3oVq""",0,others
b'@realDonaldTrump Hopefully the misery all been living with ends November 3rd #TrumpIsCompromised',0,others
b'RT @lucywonder14: @Ldn_Ambulance 68% increase in suicide &amp; attempted suicides in London this year. \n\n1 day = 15\n1 week = 105\n1 month =,0,corruption
"b'RT @JudicialWatch: ""President @realDonaldTrump was spied on, targeted, and harassed to protect #HillaryClinton and #JoeBiden,""",0,covid19
b'Yes or no? Tell us in the comments below. Read both sides of the story and vote on 4b! https://t.co/QuKNOxAODj',0,others
b'Tomorrow is my birthday. All asking for is for everyone to VOTE BIDEN!! Do it for me. Do it for this country. #BidenHarris2020',1,
b'RT @CaitlinNLi: We wanted to carve the scariest #jackolantern we could think of...\n\n#IDtwitter #tweetiatrician #COVID19 #coronavirus,1,
"b'@SkyNews Remember this is all based on a flawed testing method that produces false positive results, deaths that https://t.co/pvI4vHP75f'",1,
b'What a jerkoff this @GovTimWalz is ! U jealous bastard ! You just lost the state ! #maga #trump2020. #letsGo!! https://t.co/xuxAPmrRlp',0,corruption
b'RT @bradpomerance: Here we go again. \nAnother poll in #Michigan. Another poll which shows that Michigan is not competitive in,1,
"b'RT @EamonnHennessy: Out chatting to folks on Sandylands in #kendal today, despite the rain. A great response, people glad to see us.",0,others
b'#ElectionDay #Trump #Biden \n\nQuick Friday Poll',1,
rather be a sheep and follow the guidelines than a cunt for not #Covid',0,crime
b'Do Not Believe Polls! Do Not listen to @CNN @MSNBC @FoxNews and the rest of mainstream media! Vote! Vote! https://t.co/fJzTnhb32o',1,
"b""@ElieNYC Don't scare @ElieNYC (or me)! If you're a Democrat, VOTE! #BidenHarris2020 #CripTheVote #DumpTrumpDayNov3""",0,crime
"b'RT @ddanpereira: I get chills every time I read that the Secretary of Defense for Trump,#JamesMattis, says""Trump is Dangerous &amp; Unfit to",0,crime
"b""The clock just struck midnight here. It's officially my birthday. And my wish is: #Vote. To put a cherry on the https://t.co/4ZqCAvE4nu""",0,corruption
b'Drop your ballot in a secure drop box! Visit the link below to find one near you.\n\n#Vote #BidenHarris2020\n\nhttps://t.co/hyh6scpY1a',1,
b'Rejected at first but then...\n\nhttps://t.co/ZE9xvTexjX #believe #love #faith #life #Trump #motivation https://t.co/NlheFJnNmQ',1,
b'https://t.co/nECUXV4NOd #CNN just told America that #JoeBiden will not be listening to you if he gets in to office.',1,
"b'RT @celtic_chick: COVID-19 according to Donald Trump, Jr on Fox tonight:\n""The number is almost nothing. Because we\'ve gotten control of",1,
b'@ish_not @SenSanders worse than #trump. He has no party and is willing to sabotage either one.',0,corruption
b'Dr.J.Reiner on CNN real superheroes are the health care workers who go to work every day and put their lives https://t.co/vwLZ73AXTa',1,
b'@FoxNews Except for the POPE!\nHe sides with Biden!\n#TrumpCrimeFamily',1,
"b'RT @Cleavon_MD: @realDonaldTrump 6wk old infant\nIsaiah Jeremiah Garcia died from #COVID in Corpus Christi, #Texas. He was a very",0,covid19
b'RT @VeracityPatriot: Re sharing.. Last warning about #Democrats &amp; #China. @JoeBiden @SenKamalaHarris @DNC #BidenHarris @VP @SpeakerPelosi,0,others
b'I did drive thru voting to limit contact and brought along my plastic disposable gloves. It was extra safe and https://t.co/g9gCDUCQjH',1,
b'@realDonaldTrump It will end on November 3rd for you! #BidenHarris2020',1,
b'Remember Floridiaians who showed up at this tragedy and who stayed 45 minutes away at maralago golfing during the https://t.co/x9SzmerQ4p',0,corruption
b'#Lawyers are probably least affected coz all their work can be online . \nMost of them have not even dropped their https://t.co/pvsNCjhGI5',1,
b'@realDonaldTrump imagine being known as the president of namecalling like a toddler. SAD! #Biden2020',0,covid19
b'RT @mobygrapefan: Is this enough 4U?? #Biden RAPED #TaraReade &amp; who knows who else?? https://t.co/oIq41tgZzm https://t.co/Q5i6Ww0PgK',0,covid19
b'#NY desperately needs federal #COVIDRecovery plan. #GOP will not help. This year all #NYers should vote https://t.co/zZq5QOssLM',0,covid19
"b'@4EasyMoney2 @YahooNews Exactly!\n\nFinding his imaginary ""proof"" about Hunter Biden\'s alleged crimes is about as https://t.co/hiZYSZuqZj'",1,
b'RT @NewLeibniz: #Fridayvibes #COVID #math #physics #astronomy Cosmology must be a much more controversial field than I thought it was.,0,others
b'@JamesMelville Nor I but I do expect any elected government to take the advice of the best qualified scientific https://t.co/YuDf1veZUH',1,
"b""@mattgaetz You're clearly drunk. #prolife https://t.co/ifHsFCwqBU #maga""",1,
"b""First we were chumps, now we're ugly to?? Unity Joe, unity..... #JoeBiden #BidenHarris2020 https://t.co/VdZYYbNq83""",0,corruption
b'RT @civilrightsorg: Delayed election results are nothing more than a sign the system is WORKING and that every vote is being counted in,0,covid19
"b'Florida death cult - seniors voting for #coronavirus. One even quoted on #Newsnight as ""drinking the Kool Aid"", a https://t.co/PjBaTqo763'",0,covid19
b'@BreitbartNews After 20 minutes he got pissed and starting angrily yelling at his own crowd of 10 people then https://t.co/gxxgwg0CEB',0,crime
"b""LOL ~ That's 10 x's more than Joe Biden has there! #Minnesota #JoeBiden https://t.co/JB5K2DjE84""",1,
b'@larryelder @icecube OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation https://t.co/9BCHOwg6b2',1,
"b""#latinos Don't be fooled by #trumplies #BidenHarris2020 https://t.co/2JeBGs5tEB""",0,corruption
b'Michael McFaul endorses Joe Biden\n\n#BidenHarris2020 #Election2020 https://t.co/QJcUKfltjN',1,
b'@DrBiden go educators!!!\n#BidenHarris #BidenHarris2020 https://t.co/kuOktOuXEJ',1,
"b""Following Covid-19 protocols, visitors return to Bhubaneswar's Nandankanan Zoological..., Hindustan https://t.co/oSrtHvkHaW""",1,
b'Boris will announce a national #coronaviruslockdown\n\nMore than 70% of people are now more worried about the https://t.co/YIkcHKjHDB',0,covid19
b'Poll added in MI:\n\nKiaer Research\n2020-10-21 to 2020-10-28\n\nBiden 53.5%\nTrump 40.6%\n\nNew MI @ElectionGraphs https://t.co/74JIqFKWgk',1,
b'A cheeky national lockdown before a big Christmas spend up at Bluewater. Our government is treating us like we https://t.co/P2myexRNlV',1,
"b'RT @plzhelpkids: #TrumpsDeadlySins is unlimited from #covid to 30,000 #lies to his family stealing campaign money we need todays #youth",0,others
b'RT @SafeWordApples: What does #JoeBiden even say???? https://t.co/ZFAATsCVUf',1,
b'Jesus have guns. This #2ar nonsense is viewed with absolute ridicule and despair anywhere outside the USA. https://t.co/frN9BPfz4h',0,discrimination
b'RT @2RawTooReal: We got 4 days until the election &amp; time for undecided voters to pick a side Biden or Donald I also,0,covid19
"b'RT @GrayMattersTwit: @thehill FFS, another anti-woman woman. Internalized #sexism helps nobody. Illegal nepotism https://t.co/vPFLHrHsqY'",0,discrimination
played!! @CNNPR \n\n#USPoli \n#Trump \n#TrumpIsANationalDisgrace \n#TrumpIsUnwell https://t.co/9GmKaHwakV',1,
b'RT @PeteKent01: How sad it is that #CBSNews bought former #FoxNews Reporter .@CBS_Herridge only to put her on a shelf where she can do,0,corruption
"b'I voted. With more pride, determination and honor than ever before. #BidenHarris2020 #VoteBlueToSaveAmerica #VoteBlue #vote #Vote2020'",1,
b'@atrupar #trump is the most disgusting person in this planet.',0,covid19
b'RT @WayneDupreeShow: Anyone that believes counting votes after Election Day is morally right is dumb as they come. \n\nYou might count them,0,covid19
b'RT @KimShoeCrzy: I had to go look at the youth vote and yeah they are blowing it out of the water. They may be the sleeper voter that,1,
b'Donald Jr there any drugs in jail you better get used to it no more cocaine use! #vote blue https://t.co/ZhrRqYWIgD',1,
"b'Study finds 20 percent of grocery workers had COVID-19, most without symptoms https://t.co/nL73vCIXnQ'",1,
b'RT @kathycordayusa: risk factors and implications ~ https://t.co/qUMeUDFR3y via @YouTube ~ Dr. John Campbell,0,crime
b'@GOPChairwoman @realDonaldTrump Fred Trump made a monster out his son Donald Trump. The Trump family is dangerous https://t.co/2PaQGDInq2',0,corruption
#coronavirus fraud against #Juve and #Ronaldo \n\nHow can #CR7 is still positive after 20 days for #coronavirus https://t.co/QNwkXv48pp',0,crime
"b'RT @B52Malmet: It is 39 degrees in Rochester, Minnesota. The mayor is capping gathering at 250 people. He is defiant. How many",1,
b'Want a sample of what the country will look like compared to a #Republican in the White House &amp; a #Democrat? https://t.co/AwtE4dbfxl',1,
b'#DonaldTrump is the best president in the world and I am going to vote for him.',1,
b'RT @EliotTess: #trunalimunumaprzure ..we get it. #JoeBiden needs a tune-up. Defragment his hard drive &amp; put him on the same shelf as,0,covid19
"b'Government guidance, as it stands, is far from clear on the matter. After several emails, we finally get some https://t.co/jzyvpMTUyy'",1,
b'@NathanWyburnArt @JoeBiden I seriously need a skill. Any skill. \n#Vote #BidenHarris2020',0,others
"b'If these Black, rich, privileged celebs blame White Supremacy then well they are just playing along and letting https://t.co/wiBNpLzwSZ'",1,
b'The simple fact that we have to worry about riots is the reason Trump must win. If they get power there will be https://t.co/LfbKzdzYqx',0,others
"b'RT @DryburghDotCom: Mike Yeadon Provides a Coronavirus Immunology 101 to Counter Deceptive Antibody Only Focus,",1,
"b""RT @SkyNews: Member of independent SAGE committee, Prof Christina Pagel says #COVID19 'is spreading mostly in Tier 1 areas' and adds",1,
"b'RT @BetteMidler: #JoeBiden by a mile! No contest. Cogent, patient &amp; so smart, alongside the dimmest bulb in the pack. What an awful",0,others
a new world in America when you find yourself trying to knock a criminal out of our https://t.co/FVDNjL1iBh',0,discrimination
"b""@BrettFavre @realDonaldTrump You're a loser and sucker apparently. Such a lame choice, but I guess we shouldn't https://t.co/uz1zs0H7M4""",0,corruption
"b'New original music dropped at 6pm.. Please check it out, about being BLACK in https://t.co/V99SH5c8cj'",1,
"b""Apparently microdosing shrooms on Halloween ISN'T popular among 45-50 year olds ? Huh. #dang #boring #covid #notyet #pscilocybin""",1,
b'RT @KarenDoe50_2: I said no way I will abandon the people of Minnesota. -DJT #TrumpRally #TrumpRallyRochester #TrumpRallyMN,0,covid19
b'@MarshaBlackburn Another day has passed where the government fails to pass a much needed stimulus package! The https://t.co/HHtO7IZV6D',0,discrimination
b'What.a.set.of.nobheads \nYet again proof of why #covid is taking over this country. Follow the rules you idiots!!! https://t.co/Gijq1X20nM',1,
"b""RT @funnygrr: Our dumbest President says don't count the votes. I bet he'll change his tune when he finds out he's loosing.",0,covid19
"b""What a dumb move by #Minnesota Gov &amp; Attorney Gen limiting #Trump rally there tonight to 250 people. One of https://t.co/41CoOpvrno""",0,covid19
"b'Oct 30, 2019 - Canvassing Waterloo, IA\nOct 30, 2020 - Canvassing Greensboro, NC\nnew year, new state, new hairdo, https://t.co/r6EVHATRPh'",1,
"b'@CurtisHouck Must be my hearing? I think #Biden said ""Ugly Dopes""'",0,corruption
b'RT @BennettCartoons: 10/31/2020- The Presidency #Trump #DonaldTrump #PresidentTrump #WorstPresidentEver #Biden #JoeBiden #BidenHarris,1,
b'Morgenstund hat Gold im Mund\n\n#cycling #coffee #coronavirus Red Bull #axelhappy #SaturdayMorning https://t.co/c9X7nICpFo',1,
"b'This makes total sense,...\n\n""Overview. Miami-Dade County has voted for the Democratic Party candidate in most of https://t.co/euL0leo4iA'",1,
b'@TeamTrump @realDonaldTrump right! why we are voting for #BidenHarris2020 #BidenHarrisToSaveAmerica #TrumpIsANationalDisgrace',1,
b'RT @stroppypanda: It is so damaging I tried to make a warning to local community as a councillor &amp; there were responses which were full,0,covid19
b'Thanks @JoeBiden After you lose next week @realDonaldTrump can get back to business. #KAG #BidenCrimeFamiIy https://t.co/t3pyRb5cBt',0,covid19
b'Full lockdown from Wednesday LOL.... #COVID',1,
b'RT @pinkk9lover: The #Democrats have done 2020 for #WeThePeople . Instead of helping with #Covid they schemed to undermine our @POTUS,1,
"b""RT @Honey223344: @ValerieJarrett @JoeBiden @HillaryClinton We're trying our best! #TurnTexasBlue #BidenHarris2020 https://t.co/iC2zF3Wp3w""",1,
"b'@mtlawmiami #Trump the only who pulls that crap with women. \n\nSorry, but any #woman who still #votes https://t.co/tUtjoLFLrA'",0,crime
b'@Markfry809 what a bunch! #TrumpCrimeFamily https://t.co/0km5I96KCi',1,
b'@EricTrump And he will! Cuz you assholes broke it. #BidenHarris2020,0,discrimination
"b'RT @bonita_jay1: @neal_katyal @jgeltzer Of course all these new, incompetent judges and justices have a ""bad take on law"".\nThat\'s why",0,corruption
"b'RT @LilyPotter130: @lisaga We MUST #VoteBlue to end GOP control of the Senate. Ignoring facts, Senate Republicans voted against",0,crime
b'I just said to a friend that in voting for #Biden she voted for a #Marxist. She almost hung up &amp; said I should go https://t.co/oQWGtkYIZS',1,
"b'RT @2RawTooReal: Have u ever been to a Kamala Harris Rally?! the longest sh!t ever because gonna introduce every black mayor,",1,
b'RT @DovahGol: The one who help me grow and help me a lot I want to do the favor in return thank you guys who had help me grow. FOLLOW,1,
b'Why is Biden copying Trump? This is just so odd. \n\n#Trunalimunumaprze \n#trunalimunumaprzure \n#JoeBiden \n#TrumpsDeadlySins',1,
"b'RT @aliensky0: The #Intercept co-founder #GlennGreenwald resigns, says he was #censored over #JoeBiden #story https://t.co/Xz1erLLx4S'",0,discrimination
b'@amandaseales The audacity of celebrity SELLOUTS helping Racist #DEMOCRATS push a VERY Racist https://t.co/HQa6YtGDKZ',0,discrimination
"b""RT @ScarletAvengers: #Election2020 Live Updates\n\nTaylor Swift lends song to Democrats' new ad\n\nBoth campaigns zero in on the",1,
"b'People will not die of #COVID, people will die of everything else caused by restrictions fabricated out of a 0.01% COVID death rate'",0,covid19
"b""#Covid spreading faster in England than 'worst-case scenario', documents show\n\nThe Scientific Advisory Group for https://t.co/dV4d9Rrrxh""",1,
"got to stop the bleeding': Democrats sound alarm in Miami https://t.co/9CD6N1RjPU #Election2020 #FloridaEarlyVoting""",0,discrimination
b'RT @Dana_Gardner: How #COVID-19 teaches higher #education institutes to embrace latest IT to advance remote #learning,1,
"b'2020 Watch: @JoeBiden makes 1st general election stop in Iowa, where #COVID19 cases are rising. After a dismal https://t.co/WwczHgwCwb'",0,others
b'@EvanAKilgore That tends to happen when one person takes Covid19 precautions seriously while the other lies and https://t.co/n8iS0PSyAp',0,others
b'Another record day #coronavirus thanks to @realDonaldTrump !\n@NorthmanTrader @Ufc26 @FuturesOutlook https://t.co/v81Mk7Q3Lq',1,
"b""As Households Face Crushing Debt and Pandemic, Trump CFPB Opens Door for Collectors to 'Endlessly Harass https://t.co/mC4ee3hNeg""",0,crime
"b""#MAGA #MAGA2020 #MAGA2020LandslideVictory #MAGA2020LANDSLIDE @OANN \n@BBCBreaking \n\nTrump, no need to vote, it's in the bag.""",1,
b'RT @darkjournalist: Trump Re-elected President by wide margin in huge victory...! (Testing Twitter manipulated algorithm) #Election2020,0,crime
"b""Wherein, @realDonaldTrump reiterates that he does not care abt U. \nHe's mad Tim Walz upset his #SuperSpreaderTour https://t.co/M5FmtDeLm3""",0,corruption
b'#JoeBiden so your gone changed the tax bracket to benefit you How much does a president make every year 400k smh',1,
"b""@realDonaldTrump doing rallies in swing states *after* the election is over seems very shady to me. What's the https://t.co/KZ68U3LrOM""",1,
b'Your Time: How #WestJet travellers can get cash #refunds for flights cancelled due to https://t.co/eblMtwqT8K',0,others
"b'RT @mslove_TLB: ...more sinister"" \n\n#Covid19UK \n#Covid #News \n\nJust enter ""empty testing stations"" into your search engIne and SEE THE",0,others
b'Thank you for visiting the RGV!! Your message was powerful. #BidenHarris2020 https://t.co/7XezjQCF6A',1,
b'RT @Women4Biden: else bursting into tears over all these amazing new #BidenHarris2020 ads? #BeTheChange by @iamjojo and,1,
"b""RT @CosmicActorVist: That's because the rich got 1 trillion dollars richer under trump. THEY win, America loses. Dump Trump to get our",1,
b'#BidenHarris2020 #AmericaNeedsJoe #FireTheLiar #VoteHimOut overwhelming numbers https://t.co/i2cOmxjIrY',1,
b'@southbaytrading @TMZ Right? They should spend a lot of their time tweeting nonsense when they should be helping https://t.co/OqNbmL26Va',0,discrimination
"b""RT @whytswan: Who needs #Zen to relax when it's easier to go into a #mindless #trance after watching a few seconds of any #SleepyJoeBiden",1,
"b'@TuckerCarlson If this were not just a ridiculous scam, you\'d have produced the ""documents"" by now. You and https://t.co/nTmFSOnRD5'",0,covid19
"b'RT @dmon4ever: Speaking to President #Trump, ""Thank you for making the Black community a priority...""\n\nAnd with that, Mr. King explained",1,
"b'RT @ghoeberx: UNIQUE #COVID19 HOSPITAL Europe, as of October 29\n\nMost analysts are comparing #COVID outbreak on cases,",1,
b'@brianc150 @MSNBC Never understood the emptiness of blindly #VOTE party-line. Seems to me when using a modicum of https://t.co/2eRa5ZQDVR',0,covid19
"b'Omg... theirs this person in roblox being like ""TRUMP TRUMP TRUMP"" i\'m like no- chilee and he left the sever duh. https://t.co/xbfve32U0s'",0,crime
b'RT @Mimi2Resists: @EricTrump done nothing but grift &amp; play golf the last 4 years. #BidenHarris2020 https://t.co/D0GDaalZjo',1,
b'Parents and students are protesting outside Denver Public Schools headquarters.\n\nParents tell me they want their https://t.co/HCM2Ik566c',0,discrimination
"b""@Reuters @sunchartist Reagan thinks it's hilarious. .#NeverTrump #BidenHarris2020""",1,
"b""Live in an affluent area where, to my constant frustration, rules to combat #covid apparently don't apply to https://t.co/Imh2hw4Hdk""",0,discrimination
"b'Seriously @MELANIATRUMP? You gotta be kidding me...\n\nThis is WHY lying to her DAMN self, cuz she https://t.co/SC8rCkGJTn'",0,covid19
the expression and the eyebrows at the end for me. This boy ever going to forget this day and the https://t.co/sjM6UMOv6a',0,crime
b'RT @ChrisLeahey1: #JoeBiden rally on @FoxNews \nSad just sad .......no energy and a small weak crowd \nIf #BidenCrimeFamiIy wins ..... it,0,discrimination
"b""While terrorist @BorisJohnson wants to finish off the UK's economy for his terrorist #GreatReset agenda, ponder https://t.co/i7Klwi595N""",0,covid19
"b'#UCLA health experts say Latinos hit hard by #COVID because many are essential workers, left https://t.co/Y8KFUIpBbj'",0,covid19
b'@realDonaldTrump @MoreNewBookInfo You are fingernails-in-chalkboard incarnate. going to irritate your prison https://t.co/K9wQqZgBAZ',0,corruption
"b'@realDonaldTrump You might want to look up the 80 something bills Biden was part of, as well as the 42 that https://t.co/Dn3gj9ZCDq'",1,
b'RT @juliam1856: @MysterySolvent Are any sane people left? \n #BidenHarris2020',1,
"b""@realDonaldTrump Trump surrendered to the virus.\nHe's a coward, afraid to fight. \nWe've known that ever since he https://t.co/6UH7hfc1mD""",0,crime
b'@realDonaldTrump If only people could shoot the #Coronavirus! \n\n#TrumpVirusCatastrophe #VoteBiden',0,others
"b""RT @AgTerzo: Don't ignore the polls. Embrace them. Be part of the winning team. Run up the fucking score! \n\n#BidenHarris2020 #VOTE""",1,
"b'RT @Norway4Trump: #Biden, the truly #trunalimunumaprzure candidate!\n\n#Vote",1,
b'@RonFunches OnePage #PlatinumPlan @rolandsmartin @icecube @aliciagarza #great #conversation #about #developing https://t.co/uaialYHETn',1,
b'Thugs is #MAGA. #MAGA2020LandslideVictory #Election2020 https://t.co/3HyJDNYnBf',1,
"b'RT @MrSethHarris: The Boss describes what we have lost, and how we can get it back. #BidenHarris2020.\nhttps://t.co/W8iBFhyUnV'",0,discrimination
"b""RT @CedarvilleNews: It's beginning to look a lot like #Christmas @Cedarville. With the semester ending (because of #COVID) on 11/24,",1,
b'@BillyBaldwin Bless her heart!!! \nShe is adorable... sending hugs!!\n#BidenHarris2020',1,
"b'Yes, \n\nDo not under estimate a woman with a plan!\n\n#BidenHarris2020 https://t.co/nNr5I7erWj'",1,
b'Remember that #democrats passed #Obamacare and exempted themselves from it. #Trump2020',1,
"b'RT @SaraCarterDC: #NFL Hall of Famer @BrettFavre says he\'s voting for Pres. #Trump\n\n""My Vote is for what makes this country great,",1,
b'RT @MeathRight2Life: Went to buy a mass card today in a shop in Navan for a friend who lost her sibling very tragically to be told they,0,others
b'RT @AdapNation: Probably the most important #covid graphs &amp; data to really study &amp; understand this week,1,
"b'Joe Biden Gets Angry, Calls Minnesota Trump Supporters ""Ugly"" For Honking Horns and Drowning Out His Speech https://t.co/myEYQU6BDi'",0,corruption
"b'RT @ericcoliu: @Tajalithaca 124th Entry, #Coronavirus #Poetry Diary https://t.co/hwTwsHsQao \n\n""The most famous person in the world by",1,
b'@COsweda \n\nSelf-loathing is the Chinese torture that ruins civilizations.\n\nRemember the Falklands? Algeria? https://t.co/ppsp9mkAGv',0,covid19
"b'Vote @JoeBiden for President or vote for a devastating #COVID future in @realDonaldTrump. A Deadly, https://t.co/lkh6wlRhIK'",0,corruption
"b'IM SO PISSED RN, when will this fucking shit end na , just fuck off #Covid'",0,crime
b'@houndinater @ejeancarroll I fucking hope so. #TrumpCrimeFamily',1,
b'Has your mental health suffered because of #lockdown ? #tier4 #coronavirus',0,crime
accelerating. &amp; rising when all #Americans killed by #TrumpVirus are https://t.co/KIQnz867vL',0,discrimination
b'RT @JesseMatchey: #borisnikolic #epstein #georgechurch #crispr #mit #harvard have all got a lot in common with everything #COVID and #WEF,1,
"b'RT @sparbanie: @realDonaldTrump In the last 12 #MAGA rallies held, the avg. of sign-ups for tickets was 18,587, avg. of registrants who",1,
b'#Stocks suffered #WorstWeek and #WorstMonth since #March as election approaches https://t.co/PNfRF9XOhO',0,crime
b'WOW! After Keeping HUNDREDS of Black Men in Prison Past Their Release Date for Their Cheap Labor -- Kamala Harris https://t.co/ofG1TpawyZ',0,discrimination
"b'RT @dumbassgenius: Worst day ever for new US #coronavirus cases.\nWorst week ever. Worst in the world.\n234,000 dead. Another 1,000 dead",0,discrimination
b'229k people dead today from covid - fuck trump and his denying cult - fuck them all\n#WearADamnMask \n#trumpsucks\n#trumpisawarcriminal',0,crime
"b'RT @RyanShead: Oh @realDonaldTrump, very disappointed in you!! #coronavirus #vote #VoteHimOut2020 #VoteBlue",0,covid19
b'RT @LopezLovinLife: @BradBeauregardJ @TheRealAndrew_ The change is here.\n\nVote #BidenHarris2020 https://t.co/43aXJLPK5N',1,
b'RT @SoCalRyan289: There is currently a naked #Trump standing in a dumpster labeled #Republican Ballot Drop on the side of,0,crime
"b'Instead of taking responsibility 4 his incompetence #Trump is now blaming #FRONTLINEWORKERS, the actual #HEROES https://t.co/Z1Ep7IslP6'",0,crime
b'@realDonaldTrump More voter stifling by the Fascist in Chief @realDonaldTrump.\n\n#VoteTrumpOut https://t.co/8jUE77nhqF',0,discrimination
"b'Stay protected with GSTi BioDefense products, we have everything you need to stay safe from pathogens and https://t.co/AGbATGElmq'",1,
"b'@atrupar Inciting hate, \n\nwhat #trump does best\n\n#VoteBlueDownBallot \n\n#COVIDIOTS in #Wisconsin https://t.co/5kEZfT715G'",0,crime
